admin	syoung	Project1	Workflow1	0	FTP	2	filter	0	0	input	filter	string	--filter		optional		Download only files containing this text fragment				0
admin	syoung	Project1	Workflow1	0	FTP	2	outputdir	0	0	input	outputdir	directory	--outputdir	Project1/Workflow1/downloads	required		Create this directory and download files to it				0
admin	syoung	Project1	Workflow1	0	FTP	2	regex	0	0	input	regex	string	--regex	\	chr[XYM0-9]+.fa.gz	optional		Download files matching this regular expression				0
admin	syoung	Project1	Workflow1	0	FTP	2	type	0	0	input	type	string	--type	html	essential		Type of page: html or text				0
admin	syoung	Project1	Workflow1	0	FTP	2	url	0	0	input	url	string	--url	http://some.url	required		Download files linked on this page				0
admin	syoung	Project1	Workflow1	0	unzipFiles	3	delete	1	0	input	delete	flag	--delete	1	optional		Remove zipped files after unzipping				0
admin	syoung	Project1	Workflow1	0	unzipFiles	3	filter	0	0	input	filter	string	--filter		optional		Unzip only files containing this text fragment				0
admin	syoung	Project1	Workflow1	0	unzipFiles	3	inputdir	0	0	input	inputdir	directory	--inputdir	%project%/%workflow%/downloads	essential		Name of unzip application (unzip|gunzip) (DEFAULT: gunzip)	input.outputdir.value	InputParams		1
admin	syoung	Project1	Workflow1	0	unzipFiles	3	outputdir	0	0	input	outputdir	directory	--outputdir	%project%/%workflow%/downloads	required		Unzip files to this directory	input.outputdir.value	InputParams		1
admin	syoung	Project1	Workflow1	0	unzipFiles	3	regex	0	0	input	filter	string	--regex	\	chr[XYM0-9]+.fa.gz	optional		Unzip only files matching this regular expression	input.regex.value			1
admin	syoung	Project1	Workflow1	0	unzipFiles	3	type	0	0	input	type	string	--type	gunzip	required		Name of unzip application (unzip|gunzip) (DEFAULT: gunzip)				0
admin	syoung	Project1	Workflow1	0	bowtieIndex	4	inputdir	1	0	input	inputdir	directory	--inputdir	Project1/Workflow1/downloads	essential		Location of directory containing *.fa files	input.referencedir.value, input.outputdir.value, input.inputdir.value	refdir,outputdir,inputdir		0
admin	syoung	Project1	Workflow1	0	bowtieIndex	4	outputdir	1	0	input	inputdir	directory	--outputdir	Project1/Workflow1/inputs	required		Print indexed files to this directory	input.referencedir.value, input.outputdir.value, input.inputdir.value			0
admin	syoung	Project1	Workflow1	0	bowtieIndex	4	subdirs	1	1	input	subdirs	flag	--subdirs	1	optional			input.subdirs.value			0
