1	913	7	good_tiles_less_than_min:1	57	2013-02-13 23:18:13	autobot_uscp-prd-lndt-1-1.local	\N	\N	4
2	954	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
3	970	8	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
4	992	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
5	992	3	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
6	1003	2	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
7	1007	4	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
8	1007	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
9	1007	6	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
10	1007	7	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
11	1007	8	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
12	1014	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
13	1031	2	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
14	1035	8	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
15	1055	3	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
16	1058	6	good_tiles_less_than_min:1;r2_error_cutoff:2	57	2012-07-24 15:07:57	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
17	1079	7	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
18	1107	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
19	1107	2	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
20	1107	7	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
21	1113	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
22	1122	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
23	1137	7	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
24	1146	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
25	1173	8	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
26	1185	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
27	1185	3	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
28	1185	4	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
29	1185	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
30	1185	6	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
31	1188	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
32	1188	6	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
33	1188	7	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
34	1261	8	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
35	1273	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
36	1286	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
37	1286	2	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
38	1286	3	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
39	1286	4	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
40	1293	1	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
41	1304	4	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
42	1308	6	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
43	1309	4	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
44	1309	5	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
45	1322	6	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
46	1324	2	good_tiles_less_than_min:1	57	2012-07-24 15:12:48	autobot_uscp-prd-lndt-1-1.local	\N	\N	\N
